sentence_id,company_id,company_name,report_year,section,sentence_text,matched_surface_forms,matched_core_ids,matched_pattern_ids,candidate_labels,dedup_key,specific_technology_labels,product_labels,ai_general_anchor,company_attribution,status_code,max_embedding_similarity,rule_confidence,final_confidence,is_candidate,evidence_terms,notes,source_file,pdf_page,report_page,subheading,text_type,original_sentence_id,embedding_pass_labels,embedding_review_labels,embedding_score_summary
CAND-00141,300033.SZ,同花顺,2025,研发投入,项目进：深度研究金融垂直大模型、多模态生成式 AI、智能语音、数字人、 自然语言交互等前沿技术在金融信息服务行业的深度应用，重构金融信息生产、加工、分发、交互全链路流程，进一步提升金融信息服务的智能化、精准化、个性化水平， 适配全类型客群的金融信息获取与解读需求。,AI; 垂直大模型; 大模型,AIFT-001; AIFT-115,ALS-0002; ALS-0472; ANCHOR:大模型,AI_GENERAL; TECH_LLM,MDAF0001257+TECH_LLM,TECH_LLM,,1,UNKNOWN,APPLIED,0.570399,0.8,0.8,1,AI; 垂直大模型; 大模型,,300033.SZ_同花顺_2025_管理层讨论与分析.pdf,12,20,,表格行,MDAF0001257,,AI_GENERAL;TECH_LLM,TECH_LLM=0.5704/0.1894; AI_GENERAL=0.4650/-0.0210
CAND-00142,300033.SZ,同花顺,2025,研发投入,预计对公司未来发展的：全面丰富公司智能投顾产品与服务体系，大幅提升高净值客户与机构客户的服务能力，持续提高公司投顾业务的产品竞争力与市场占有率。,智能投顾,AIFT-214,ALS-0867,PRODUCT_INVEST,MDAF0001261+PRODUCT_INVEST,,PRODUCT_INVEST,0,COMPANY,,0.519367,0.95,0.95,1,智能投顾,,300033.SZ_同花顺_2025_管理层讨论与分析.pdf,12,20,,表格行,MDAF0001261,,PRODUCT_INVEST,PRODUCT_INVEST=0.5194/0.1609
CAND-00143,300033.SZ,同花顺,2025,研发投入,全面筑牢公司在金融 AI 领域的技术护城河，持续孵化新的盈利增长点。,AI,AIFT-001,ALS-0002,AI_GENERAL,MDAF0001299+AI_GENERAL,,,1,COMPANY,,0.508982,0.6,0.6,1,AI,,300033.SZ_同花顺_2025_管理层讨论与分析.pdf,13,21,,表格行,MDAF0001299,,AI_GENERAL,AI_GENERAL=0.5090/0.0862
CAND-00144,300033.SZ,同花顺,2025,研发投入,打造具备行业领先水平的金融专属大模型体系与通用 AI 技术底座，推出更多大模型应用产品。,AI; 大模型,AIFT-001,ALS-0002; ANCHOR:大模型,AI_GENERAL; TECH_LLM,MDAF0001310+TECH_LLM,TECH_LLM,,1,UNKNOWN,APPLIED,0.559493,0.8,0.8,1,AI; 大模型,,300033.SZ_同花顺_2025_管理层讨论与分析.pdf,13,21,,表格行,MDAF0001310,,AI_GENERAL;TECH_LLM,TECH_LLM=0.5595/0.0596; AI_GENERAL=0.4883/0.0495
CAND-00145,300033.SZ,同花顺,2025,研发投入,持续深耕金融领域专属大模型、多模态生成式 AI、自然语言理解与交互、计算机视觉、智能语音、端侧 AI 推理等核心前沿技术，重点突破金融大模型的专业投研能力、 合规风控能力、逻辑推理能力、实时性优化与国产化适配，构建自主可控的金融 AI 技术底座，孵化创新型 AI 产品与行业解决方案。,AI; 自然语言理解; 计算机视觉; 金融大模型; 大模型,AIFT-001; AIFT-038; AIFT-071; AIFT-114,ALS-0002; ALS-0158; ALS-0292; ALS-0467; ANCHOR:大模型,AI_GENERAL; TECH_CV; TECH_LLM; TECH_NLP,MDAF0001311+TECH_CV,TECH_CV; TECH_LLM; TECH_NLP,,1,UNKNOWN,R_AND_D,0.5622,0.98,0.98,1,AI; 自然语言理解; 计算机视觉; 金融大模型; 大模型,,300033.SZ_同花顺_2025_管理层讨论与分析.pdf,13,21,,表格行,MDAF0001311,,AI_GENERAL;TECH_CV;TECH_LLM;TECH_NLP,TECH_LLM=0.5622/0.2293; AI_GENERAL=0.4581/0.0290; TECH_NLP=0.4013/0.1648; TECH_CV=0.3482/0.1463
CAND-00146,300033.SZ,同花顺,2025,研发投入,金融大数据智能化治理与全场景应用项目：金融垂直大模型与通用 AI 技术应用项目。,AI; 垂直大模型; 大模型,AIFT-001; AIFT-115,ALS-0002; ALS-0472; ANCHOR:大模型,AI_GENERAL; TECH_LLM,MDAF0001312+TECH_LLM,TECH_LLM,,1,UNKNOWN,APPLIED,0.516394,0.8,0.8,1,AI; 垂直大模型; 大模型,,300033.SZ_同花顺_2025_管理层讨论与分析.pdf,13,21,,表格行,MDAF0001312,,AI_GENERAL;TECH_LLM,TECH_LLM=0.5164/0.1287; AI_GENERAL=0.4672/-0.0262
CAND-00147,300059.SZ,东方财富,2025,核心竞争力,公司充分发挥多年来积累的研发技术优势，自主研发了一系列网络核心技术，拥有充实的AI 技术能力，包括自然语言处理、图像处理、语音识别和多模态融合技术，同时公司密切跟踪行业前沿技术发展，持续加强生成式AI、交互式AI 等领域能力建设，积极探索大模型在各金融场景的应用。,AI; 自然语言处理; 语音识别; 生成式AI; 大模型,AIFT-001; AIFT-038; AIFT-061; AIFT-110,ALS-0002; ALS-0154; ALS-0251; ALS-0451; ANCHOR:大模型,AI_GENERAL; TECH_LLM; TECH_NLP; TECH_SPEECH,MDAF0001320+TECH_LLM,TECH_LLM; TECH_NLP; TECH_SPEECH,,1,COMPANY,R_AND_D,0.531608,0.98,0.98,1,AI; 自然语言处理; 语音识别; 生成式AI; 大模型,,300059.SZ_东方财富_2025_管理层讨论与分析.pdf,2,10,2、研发技术优势,正文,MDAF0001320,,AI_GENERAL;TECH_LLM;TECH_NLP;TECH_SPEECH,AI_GENERAL=0.5316/0.1169; TECH_LLM=0.5178/0.1650; TECH_NLP=0.4593/0.2093; TECH_SPEECH=0.3356/0.0768
CAND-00148,300059.SZ,东方财富,2025,核心竞争力,公司自主研发妙想大模型，凭借数据特色和算法优势，聚焦于核心金融场景，不断优化金融垂直能力，向整个东方财富生态输入妙想AI 能力，进一步完善互联网财富管理生态建设。,AI; 大模型,AIFT-001,ALS-0002; ANCHOR:大模型,AI_GENERAL; TECH_LLM,MDAF0001322+TECH_LLM,TECH_LLM,,1,COMPANY,R_AND_D,0.514847,0.85,0.85,1,AI; 大模型,,300059.SZ_东方财富_2025_管理层讨论与分析.pdf,2,10,2、研发技术优势,正文,MDAF0001322,,AI_GENERAL;TECH_LLM,TECH_LLM=0.5148/0.1973; AI_GENERAL=0.3922/0.0236
CAND-00149,300059.SZ,东方财富,2025,核心竞争力,强大的技术研发力量、核心技术储备以及金融领域人工智能的创新，为公司后续持续发展奠定了更加坚实的技术基础。,人工智能,AIFT-001,ALS-0001,AI_GENERAL,MDAF0001324+AI_GENERAL,,,1,COMPANY,ATTENTION,0.556794,0.65,0.26,1,人工智能,,300059.SZ_东方财富_2025_管理层讨论与分析.pdf,2,10,2、研发技术优势,正文,MDAF0001324,,AI_GENERAL,AI_GENERAL=0.5568/0.0996
CAND-00150,300059.SZ,东方财富,2025,研发投入,主要研发项目名称：妙想金融大模型后训练项目。,金融大模型; 大模型,AIFT-114,ALS-0467; ANCHOR:大模型,TECH_LLM,MDAF0001337+TECH_LLM,TECH_LLM,,1,UNKNOWN,R_AND_D,0.55478,0.98,0.98,1,金融大模型; 大模型,,300059.SZ_东方财富_2025_管理层讨论与分析.pdf,7,15,,表格行,MDAF0001337,,TECH_LLM,TECH_LLM=0.5548/0.1819
CAND-00151,300059.SZ,东方财富,2025,研发投入,拟达到的目标：提升大模型及其产品应用的金融垂类能力。,大模型,,ANCHOR:大模型,TECH_LLM,MDAF0001339+TECH_LLM,TECH_LLM,,1,UNKNOWN,APPLIED,0.602402,0.8,0.8,1,大模型,,300059.SZ_东方财富_2025_管理层讨论与分析.pdf,7,15,,表格行,MDAF0001339,,TECH_LLM,TECH_LLM=0.6024/0.1492
CAND-00152,300059.SZ,东方财富,2025,研发投入,项目目的：面向投资、投研领域的复杂金融应用场景，全面训练并提升妙想大模型的核心金融能力。,大模型,,ANCHOR:大模型,TECH_LLM,MDAF0001340+TECH_LLM,TECH_LLM,,1,UNKNOWN,APPLIED,0.590372,0.8,0.8,1,大模型,,300059.SZ_东方财富_2025_管理层讨论与分析.pdf,7,15,,表格行,MDAF0001340,,TECH_LLM,TECH_LLM=0.5904/0.2555
CAND-00153,300059.SZ,东方财富,2025,研发投入,利用自研妙想大模型全面赋能 Choice 金融终端，进一步适配主流信创操作系统：构建一个集成文本、图像、音频等多模态信息的视频内容自动生成平台，支持财经资讯、市场解读等视频内容的快速生产与高效分发。,大模型,,ANCHOR:大模型,TECH_LLM,MDAF0001369+TECH_LLM,TECH_LLM,,1,UNKNOWN,R_AND_D,0.514548,0.8,0.8,1,大模型,,300059.SZ_东方财富_2025_管理层讨论与分析.pdf,8,16,,表格行,MDAF0001369,,TECH_LLM,TECH_LLM=0.5145/0.1967
CAND-00154,300059.SZ,东方财富,2025,研发投入,利用自研妙想大模型全面赋能 Choice 金融终端，进一步适配主流信创操作系统：构建一套基于AI 大模型的框架系统，实时识别与分析用户行为， 并提供个性化的智能应用与策略推荐。,AI; 大模型,AIFT-001,ALS-0002; ANCHOR:大模型,AI_GENERAL; TECH_LLM,MDAF0001370+TECH_LLM,TECH_LLM,,1,UNKNOWN,APPLIED,0.547368,0.8,0.8,1,AI; 大模型,,300059.SZ_东方财富_2025_管理层讨论与分析.pdf,8,16,,表格行,MDAF0001370,,AI_GENERAL;TECH_LLM,TECH_LLM=0.5474/0.1742; AI_GENERAL=0.4111/-0.0025
CAND-00155,300059.SZ,东方财富,2025,研发投入,利用自研妙想大模型全面赋能 Choice 金融终端，进一步适配主流信创操作系统：构建以人工智能为驱动的内容生态体系。,人工智能; 大模型,AIFT-001,ALS-0001; ANCHOR:大模型,AI_GENERAL; TECH_LLM,MDAF0001371+TECH_LLM,TECH_LLM,,1,UNKNOWN,R_AND_D,0.528201,0.8,0.8,1,人工智能; 大模型,,300059.SZ_东方财富_2025_管理层讨论与分析.pdf,8,16,,表格行,MDAF0001371,,AI_GENERAL;TECH_LLM,TECH_LLM=0.5282/0.1745; AI_GENERAL=0.4075/-0.0082
CAND-00156,300059.SZ,东方财富,2025,研发投入,利用自研妙想大模型全面赋能 Choice 金融终端，进一步适配主流信创操作系统：构建创新性的智能财经数据多模态交互引擎生态系统，整合多维度数据，为投资者提供全面、深度的财经数据分析服务。,大模型,,ANCHOR:大模型,TECH_LLM,MDAF0001372+TECH_LLM,TECH_LLM,,1,UNKNOWN,R_AND_D,0.529353,0.8,0.8,1,大模型,,300059.SZ_东方财富_2025_管理层讨论与分析.pdf,8,16,,表格行,MDAF0001372,,TECH_LLM,TECH_LLM=0.5294/0.2189
CAND-00157,300059.SZ,东方财富,2025,研发投入,利用自研妙想大模型全面赋能 Choice 金融终端，进一步适配主流信创操作系统：构建智能金融服务平台，打造多场景金融大模型能力体系，为用户提供专业、及时、可理解的金融数据解读与投资决策支持。,金融大模型; 大模型,AIFT-114,ALS-0467; ANCHOR:大模型,TECH_LLM,MDAF0001373+TECH_LLM,TECH_LLM,,1,UNKNOWN,R_AND_D,0.534352,0.98,0.98,1,金融大模型; 大模型,,300059.SZ_东方财富_2025_管理层讨论与分析.pdf,8,16,,表格行,MDAF0001373,,TECH_LLM,TECH_LLM=0.5344/0.1881
CAND-00158,300059.SZ,东方财富,2025,研发投入,利用自研妙想大模型全面赋能 Choice 金融终端，进一步适配主流信创操作系统：聚焦投研全流程痛点，推出一系列新型智能化提效工具。,大模型,,ANCHOR:大模型,TECH_LLM,MDAF0001374+TECH_LLM,TECH_LLM,,1,UNKNOWN,APPLIED,0.522321,0.8,0.8,1,大模型,,300059.SZ_东方财富_2025_管理层讨论与分析.pdf,8,16,,表格行,MDAF0001374,,TECH_LLM,TECH_LLM=0.5223/0.1898
CAND-00159,300059.SZ,东方财富,2025,研发投入,利用自研妙想大模型全面赋能 Choice 金融终端，进一步适配主流信创操作系统：通过构建智能驱动的数据处理体系，满足基金市场规模扩大、产品类型丰富、业务创新需求增长带来的挑战。,大模型,,ANCHOR:大模型,TECH_LLM,MDAF0001375+TECH_LLM,TECH_LLM,,1,UNKNOWN,R_AND_D,0.506455,0.8,0.8,1,大模型,,300059.SZ_东方财富_2025_管理层讨论与分析.pdf,8,16,,表格行,MDAF0001375,,TECH_LLM,TECH_LLM=0.5065/0.1762
CAND-00160,300059.SZ,东方财富,2025,研发投入,利用自研妙想大模型全面赋能 Choice 金融终端，进一步适配主流信创操作系统：面向全球证券市场，构建低时延策略交易平台，满足投资者算法交易诉求，赋能精准决策。,算法交易; 大模型,AIFT-218,ALS-0883; ANCHOR:大模型,PRODUCT_INVEST; TECH_LLM,MDAF0001376+TECH_LLM,TECH_LLM,PRODUCT_INVEST,1,UNKNOWN,R_AND_D,0.472953,0.8,0.8,1,算法交易; 大模型,,300059.SZ_东方财富_2025_管理层讨论与分析.pdf,8,16,,表格行,MDAF0001376,,PRODUCT_INVEST;TECH_LLM,TECH_LLM=0.4730/0.1777; PRODUCT_INVEST=0.4237/0.0031
CAND-00161,300059.SZ,东方财富,2025,研发投入,提升金融终端智能化和信创水平：打造全生命周期数据治理能力与生态级协同服务，保障系统稳定性、数据精准度与安全性。,数据治理,AIFT-168,ALS-0681,AI_ENGINEERING,MDAF0001394+AI_ENGINEERING,,,0,UNKNOWN,WEAK_GENERIC,0.43939,0.1,0.1,1,数据治理,anchor未满足；仅弱词无锚点,300059.SZ_东方财富_2025_管理层讨论与分析.pdf,8,16,,表格行,MDAF0001394,,AI_ENGINEERING,AI_ENGINEERING=0.4394/0.0517
CAND-00162,300059.SZ,东方财富,2025,研发投入,提升金融终端智能化和信创水平：提升海外市场证券交易体验，满足投资者对算法交易的诉求。,算法交易,AIFT-218,ALS-0883,PRODUCT_INVEST,MDAF0001398+PRODUCT_INVEST,,PRODUCT_INVEST,0,UNKNOWN,WEAK_GENERIC,0.385062,0.1,0.1,1,算法交易,anchor未满足；仅弱词无锚点,300059.SZ_东方财富_2025_管理层讨论与分析.pdf,8,16,,表格行,MDAF0001398,,PRODUCT_INVEST,PRODUCT_INVEST=0.3851/-0.0651
CAND-00163,300059.SZ,东方财富,2025,研发投入,面向金融机构的新一代数据终端智能化研发项目：天天基金智能体应用编排平台。,智能体,AIFT-128,ALS-0523,AI_GENERAL,MDAF0001402+AI_GENERAL,,,1,UNKNOWN,APPLIED,0.407589,0.55,0.55,1,智能体,,300059.SZ_东方财富_2025_管理层讨论与分析.pdf,8,16,,表格行,MDAF0001402,,AI_GENERAL,AI_GENERAL=0.4076/0.0603
CAND-00164,300079.SZ,数码视讯,2025,业务概要,公司专注于视频、安全、人工智能与通信服务等前沿技术的创新研发，已在广电、通信、应急安全、新能源等多个领域构建领先的解决方案。,人工智能,AIFT-001,ALS-0001,AI_GENERAL,MDAF0001410+AI_GENERAL,,,1,COMPANY,R_AND_D,0.450394,0.65,0.65,1,人工智能,,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,1,10,,正文,MDAF0001410,,AI_GENERAL,AI_GENERAL=0.4504/0.1161
CAND-00165,300079.SZ,数码视讯,2025,业务概要,公司致力于构建AI 智能世界的感知与决策引擎，秉承着“AI 驱动、自主可控、生态共荣”的发展理念，打造AI 时代的视觉中枢。,AI; 决策引擎,AIFT-001; AIFT-106,ALS-0002; ALS-0434,AI_GENERAL; TECH_DECISION,MDAF0001412+TECH_DECISION,TECH_DECISION,,1,COMPANY,R_AND_D,0.4213,0.65,0.65,1,AI; 决策引擎,,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,1,10,,正文,MDAF0001412,,AI_GENERAL;TECH_DECISION,AI_GENERAL=0.4213/-0.0241; TECH_DECISION=0.3480/0.0821
CAND-00166,300079.SZ,数码视讯,2025,业务概要,在4K/8K 超高清视频处理领域，公司持续打造多元化解决方案矩阵：8K AVS3 端到端解决方案、多模态感知超高清、制播背包系统、4K/8K 超高清帧同步、专业音视频、深度技监等核心解决方案持续优化，深度融合5G、AI、大数据等前沿技术，完善超高清产业生态闭环，成功为众多重要政务活动、大型文体活动及体育赛事提供高品质视频技术支撑。,AI,AIFT-001,ALS-0002,AI_GENERAL,MDAF0001413+AI_GENERAL,,,1,COMPANY,R_AND_D,0.36391,0.65,0.65,1,AI,,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,1,10,1、传媒科技行业相关业务,正文,MDAF0001413,,AI_GENERAL,AI_GENERAL=0.3639/0.1160
CAND-00167,300079.SZ,数码视讯,2025,业务概要,在智慧运维及传输领域，空天地一体化链路依托公司国产化编码、远程加扰、切换、调制、适配等核心产品，搭配自主研发的智慧运维软件系统，为地球站提供全方位、高可靠的业务开展、质量检测、运维管理全套国产化解决方案，助力国家关键信息基础设施自主可控；AI Agent 智慧运维方案依托大数据、智能算法、流程自动化、云计算等前沿技术，为用户构建统一、科学、高效的智慧运维管理体系，降低运维成本、提升管理效能；融媒播发方案借助IP 化传输技术落地，实现相关平台信号的统一汇聚、高效处理及调度分发，助力用户从容应对节目高清、超高清化发展趋势，适配行业技术升级需求；智融接入网方案通过深度融合FTTH 与C-DOCSIS 技术，为下一代广电传输网络建设提供高速、可行的解决方案，助力广电网络提升带宽能力与服务品质。,AI; 智能算法; Agent; AI Agent; 智慧运维,AIFT-001; AIFT-128; AIFT-129; AIFT-262,ALS-0002; ALS-0006; ALS-0524; ALS-0529; ALS-1062,AI_GENERAL; APP_INTERNAL; TECH_LLM,MDAF0001414+TECH_LLM,TECH_LLM,,1,COMPANY,R_AND_D,0.385623,0.85,0.85,1,AI; 智能算法; Agent; AI Agent; 智慧运维,,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,1,10,1、传媒科技行业相关业务,正文,MDAF0001414,,AI_GENERAL;APP_INTERNAL;TECH_LLM,TECH_LLM=0.3856/0.1725; AI_GENERAL=0.3733/0.0809; APP_INTERNAL=0.3520/0.0511
CAND-00168,300079.SZ,数码视讯,2025,业务概要,报告期内，公司推出针对广电行业的AI Agent，该系统可以广泛应用于电视台、网络公司、台站等的机房运维中，具有综合采集、智能研判、按需排障的运维能力，下一步计划将应用扩展到广播电视内容生产、数字安全、显控交互等各个业务场景。,AI; Agent; AI Agent,AIFT-001; AIFT-128; AIFT-129,ALS-0002; ALS-0524; ALS-0529,AI_GENERAL; TECH_LLM,MDAF0001416+TECH_LLM,TECH_LLM,,1,COMPANY,APPLIED,0.466032,0.85,0.85,1,AI; Agent; AI Agent,,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,1,10,1、传媒科技行业相关业务,正文,MDAF0001416,,AI_GENERAL;TECH_LLM,AI_GENERAL=0.4660/0.0899; TECH_LLM=0.4271/0.0491
CAND-00169,300079.SZ,数码视讯,2025,业务概要,产品可根据AI 算法对画面进行内容感知，基于感知结果进行动态画面区域划分，并对不同区域编码资源持续动态调整，以实现画面效果与编码资源间的动态平衡。,AI,AIFT-001,ALS-0002,AI_GENERAL,MDAF0001419+AI_GENERAL,,,1,UNKNOWN,,0.400209,0.55,0.55,1,AI,,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,2,11,1、传媒科技行业相关业务,正文,MDAF0001419,,AI_GENERAL,AI_GENERAL=0.4002/0.0219
CAND-00170,300079.SZ,数码视讯,2025,业务概要,在重大活动保障上，公司4K/8K 超高清解决方案支撑了总台全国两会、春晚、亚洲冬季运动会、成都世界运动会等多项超高清直播、转播活动，凭借AI 制播背包系统、多模态感知超高清、多视角制播、AI 图像增强等技术，提升赛事转播的专业性与观赏性，助力超高清产业高质量发展。,AI,AIFT-001,ALS-0002,AI_GENERAL,MDAF0001426+AI_GENERAL,,,1,COMPANY,,0.387888,0.6,0.6,1,AI,,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,2,11,1、传媒科技行业相关业务,正文,MDAF0001426,,AI_GENERAL,AI_GENERAL=0.3879/0.0784
CAND-00171,300079.SZ,数码视讯,2025,业务概要,在视频技术服务领域，公司持续深化技术迭代，提供AI 超高清视频处理、AI 编转码、视频加密技术以及用户管理、广告运营、终端认证管理等全链条软、硬件产品和系统，凭借丰富的平台开发及对接经验，所有相关产品均支持软、硬件定制化服务，精准匹配中国移动、中国联通、中国电信、中国广电四大运营商的差异化业务需求。,AI,AIFT-001,ALS-0002,AI_GENERAL,MDAF0001443+AI_GENERAL,,,1,COMPANY,R_AND_D,0.359257,0.65,0.65,1,AI,,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,3,12,2、信息服务行业相关业务,正文,MDAF0001443,,AI_GENERAL,AI_GENERAL=0.3593/0.0427
CAND-00172,300079.SZ,数码视讯,2025,业务概要,公司拥有AIGC 鉴伪、数字版权等核心技术，可为电信、有线、网络视听等视频服务商提供专网、公网、内外网等多传输通道链路数据保护，同时提供软件安全、硬件安全、增强硬件安全三个级别的终端安全保护方案，全方位保障数据传输与终端运行安全。,AIGC,AIFT-110,ALS-0452,TECH_LLM,MDAF0001452+TECH_LLM,TECH_LLM,,1,COMPANY,,0.39737,0.98,0.98,1,AIGC,,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,4,13,3、公共安全行业相关业务,正文,MDAF0001452,,TECH_LLM,TECH_LLM=0.3974/0.1224
CAND-00173,300079.SZ,数码视讯,2025,业务概要,在终端安全架构设计及服务领域，公司具备自主产权的底层数字安全架构技术服务能力和信息化综合处理平台，核心技术聚焦可信计算环境开发及国密算法应用，平台拥有完全自主知识产权的安全隔离与信息交换系统，可向网络数字安全、政企数据安全、物联网安全等领域延伸拓展。,可信计算环境,AIFT-035,ALS-0145,TECH_PRIVACY,MDAF0001456+TECH_PRIVACY,TECH_PRIVACY,,1,COMPANY,APPLIED,0.463118,0.65,0.65,1,可信计算环境,,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,4,13,3、公共安全行业相关业务,正文,MDAF0001456,,TECH_PRIVACY,TECH_PRIVACY=0.4631/0.0775
CAND-00174,300079.SZ,数码视讯,2025,业务概要,相关技术在AIGC 内容标识溯源、电子ID、生物特征识别、隐私加密、车载智能座舱系统、V2X 车联网等数据安全领域发挥重要支撑作用，同时助力数据交易所建设，目前公司车载系统DRM 和底层安全架构方案已形成成熟落地案例。,生物特征识别; AIGC,AIFT-077; AIFT-110,ALS-0317; ALS-0452,TECH_CV; TECH_LLM,MDAF0001459+TECH_CV,TECH_CV; TECH_LLM,,1,COMPANY,APPLIED,0.41034,0.98,0.98,1,生物特征识别; AIGC,,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,4,13,3、公共安全行业相关业务,正文,MDAF0001459,,TECH_CV;TECH_LLM,TECH_CV=0.4103/0.1873; TECH_LLM=0.3553/0.0596
CAND-00175,300079.SZ,数码视讯,2025,业务概要,报告期内，完美星空依托集团在AI、视频处理等领域的深厚技术储备，持续探索行业新兴AIGC 赛道，在剧本策划、美术风格、分镜生成等环节积极引入AI 技术，助力公司在影视内容领域实现创新突破。,AI; AIGC,AIFT-001; AIFT-110,ALS-0002; ALS-0452,AI_GENERAL; TECH_LLM,MDAF0001471+TECH_LLM,TECH_LLM,,1,COMPANY,ATTENTION,0.442125,0.98,0.392,1,AI; AIGC,,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,5,14,5、其他业务,正文,MDAF0001471,,AI_GENERAL;TECH_LLM,AI_GENERAL=0.4421/0.0516; TECH_LLM=0.3400/0.0267
CAND-00176,300079.SZ,数码视讯,2025,核心竞争力,公司积极响应国家“人工智能+”行动与超高清视频产业发展战略，持续强化科研投入与高端人才培养，深度参与HDR Vivid、Audio Vivid、AVS3、应急广播等关键领域的技术标准制定与生态建设。,人工智能,AIFT-001,ALS-0001,AI_GENERAL,MDAF0001481+AI_GENERAL,,,1,COMPANY,,0.355507,0.6,0.6,1,人工智能,,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,9,18,1、 自主创新与科研实力,正文,MDAF0001481,,AI_GENERAL,AI_GENERAL=0.3555/0.0656
CAND-00177,300079.SZ,数码视讯,2025,核心竞争力,国内市场，公司持续探索AI+领域，聚焦5G+超高清融合传播、智慧广电公共服务体系、视频安全、媒体深度融合及全IP 化转型等领域，从技术标准、产品方案到规模化应用，全面赋能行业数字化、智能化升级。,AI,AIFT-001,ALS-0002,AI_GENERAL,MDAF0001484+AI_GENERAL,,,1,COMPANY,APPLIED,0.402929,0.65,0.65,1,AI,,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,9,18,2、客户资源与市场优势,正文,MDAF0001484,,AI_GENERAL,AI_GENERAL=0.4029/0.0070
CAND-00178,300079.SZ,数码视讯,2025,核心竞争力,可针对有损的视频场景、低分辨率视频流或视频文件进行实时放大、修复、复原，输出高分辨率、高清晰度视频，并经过神经网络的处理，有效修复编解码引入的图像错误，尽量还原真实图像内容，实现画面效果的整体提升。,神经网络,AIFT-004,ALS-0018,TECH_ML,MDAF0001498+TECH_ML,TECH_ML,,1,UNKNOWN,,0.390678,0.75,0.75,1,神经网络,,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,10,19,4、行业影响力,正文,MDAF0001498,,TECH_ML,TECH_ML=0.3907/0.1622
CAND-00179,300079.SZ,数码视讯,2025,核心竞争力,在人工智能领域，公司多年来积极自主研发AI 技术，尤其是在视频内容生产领域，持续不断探索AIGC 生成式技术，并配合智能审核技术、多模态智能搜索等实现全媒体行业的媒资管理，构建全新视音频服务。,人工智能; AI; AIGC,AIFT-001; AIFT-110,ALS-0001; ALS-0002; ALS-0452,AI_GENERAL; TECH_LLM,MDAF0001499+TECH_LLM,TECH_LLM,,1,COMPANY,R_AND_D,0.433435,0.98,0.98,1,人工智能; AI; AIGC,,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,10,19,4、行业影响力,正文,MDAF0001499,,AI_GENERAL;TECH_LLM,AI_GENERAL=0.4334/0.0045; TECH_LLM=0.3883/0.0478
CAND-00180,300079.SZ,数码视讯,2025,核心竞争力,在视频增强领域，公司的AI 视频增强基于深度学习技术，重新设计并提出自研的超分核心技术算法。,AI; 深度学习,AIFT-001; AIFT-003,ALS-0002; ALS-0013,AI_GENERAL; TECH_ML,MDAF0001502+TECH_ML,TECH_ML,,1,COMPANY,R_AND_D,0.353162,0.85,0.85,1,AI; 深度学习,,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,10,19,4、行业影响力,正文,MDAF0001502,,AI_GENERAL;TECH_ML,AI_GENERAL=0.3532/-0.0057; TECH_ML=0.3444/0.1124
CAND-00181,300079.SZ,数码视讯,2025,核心竞争力,报告期内，公司推出针对广电行业的AI Agent，该系统可以广泛应用于电视台、网络公司、台站等的机房运维中，以本地化部署的广电垂直大模型为核心，具有综合采集、智能研判、按需排障的运维能力。,AI; 垂直大模型; Agent; AI Agent; 大模型,AIFT-001; AIFT-115; AIFT-128; AIFT-129,ALS-0002; ALS-0472; ALS-0524; ALS-0529; ANCHOR:大模型,AI_GENERAL; TECH_LLM,MDAF0001505+TECH_LLM,TECH_LLM,,1,COMPANY,APPLIED,0.479993,0.85,0.85,1,AI; 垂直大模型; Agent; AI Agent; 大模型,,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,10,19,4、行业影响力,正文,MDAF0001505,,AI_GENERAL;TECH_LLM,AI_GENERAL=0.4800/0.0917; TECH_LLM=0.4374/0.0472
