sentence_id,candidate_label,positive_similarity,positive_prototype_id,positive_prototype_text,hard_negative_similarity,hard_negative_prototype_id,hard_negative_prototype_text,semantic_margin,positive_threshold,margin_threshold,embedding_pass,sentence_text,company_id,company_name,report_year,section,company_attribution,status_code,rule_confidence,source_file,pdf_page
CAND-00170,AI_GENERAL,0.387888,PRO-201,本集团已将AI能力接入多个业务平台，但未披露具体模型架构。,0.309469,PRO-204,公司名称或英文单词内部包含字母AI，但不存在独立AI术语。,0.078419,0.72,0.08,0,在重大活动保障上，公司4K/8K 超高清解决方案支撑了总台全国两会、春晚、亚洲冬季运动会、成都世界运动会等多项超高清直播、转播活动，凭借AI 制播背包系统、多模态感知超高清、多视角制播、AI 图像增强等技术，提升赛事转播的专业性与观赏性，助力超高清产业高质量发展。,300079.SZ,数码视讯,2025,业务概要,COMPANY,,0.6,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,2
CAND-00171,AI_GENERAL,0.359257,PRO-200,公司正在推进人工智能技术在金融业务中的研发和应用。,0.316564,PRO-204,公司名称或英文单词内部包含字母AI，但不存在独立AI术语。,0.042692,0.72,0.08,0,在视频技术服务领域，公司持续深化技术迭代，提供AI 超高清视频处理、AI 编转码、视频加密技术以及用户管理、广告运营、终端认证管理等全链条软、硬件产品和系统，凭借丰富的平台开发及对接经验，所有相关产品均支持软、硬件定制化服务，精准匹配中国移动、中国联通、中国电信、中国广电四大运营商的差异化业务需求。,300079.SZ,数码视讯,2025,业务概要,COMPANY,R_AND_D,0.65,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,3
CAND-00172,TECH_LLM,0.39737,PRO-038,公司接入DeepSeek并通过工具调用完成合同审查流程。,0.275016,PRO-039,年报介绍了ChatGPT在全球市场的发展趋势。,0.122355,0.72,0.08,0,公司拥有AIGC 鉴伪、数字版权等核心技术，可为电信、有线、网络视听等视频服务商提供专网、公网、内外网等多传输通道链路数据保护，同时提供软件安全、硬件安全、增强硬件安全三个级别的终端安全保护方案，全方位保障数据传输与终端运行安全。,300079.SZ,数码视讯,2025,业务概要,COMPANY,,0.98,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,4
CAND-00173,TECH_PRIVACY,0.463118,PRO-043,系统使用安全多方计算完成跨机构风险特征统计。,0.385633,PRO-045,公司使用加密传输保护网站登录数据。,0.077485,0.72,0.08,0,在终端安全架构设计及服务领域，公司具备自主产权的底层数字安全架构技术服务能力和信息化综合处理平台，核心技术聚焦可信计算环境开发及国密算法应用，平台拥有完全自主知识产权的安全隔离与信息交换系统，可向网络数字安全、政企数据安全、物联网安全等领域延伸拓展。,300079.SZ,数码视讯,2025,业务概要,COMPANY,APPLIED,0.65,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,4
CAND-00174,TECH_CV,0.41034,PRO-023,保险定损系统通过图像识别判断车辆受损部位。,0.223054,PRO-024,公司在生产线使用机器视觉检测产品外观缺陷。,0.187286,0.72,0.08,0,相关技术在AIGC 内容标识溯源、电子ID、生物特征识别、隐私加密、车载智能座舱系统、V2X 车联网等数据安全领域发挥重要支撑作用，同时助力数据交易所建设，目前公司车载系统DRM 和底层安全架构方案已形成成熟落地案例。,300079.SZ,数码视讯,2025,业务概要,COMPANY,APPLIED,0.98,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,4
CAND-00174,TECH_LLM,0.355251,PRO-037,平台结合RAG与企业知识库构建金融智能助手。,0.295641,PRO-039,年报介绍了ChatGPT在全球市场的发展趋势。,0.059609,0.72,0.08,0,相关技术在AIGC 内容标识溯源、电子ID、生物特征识别、隐私加密、车载智能座舱系统、V2X 车联网等数据安全领域发挥重要支撑作用，同时助力数据交易所建设，目前公司车载系统DRM 和底层安全架构方案已形成成熟落地案例。,300079.SZ,数码视讯,2025,业务概要,COMPANY,APPLIED,0.98,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,4
CAND-00175,AI_GENERAL,0.442125,PRO-201,本集团已将AI能力接入多个业务平台，但未披露具体模型架构。,0.390494,PRO-204,公司名称或英文单词内部包含字母AI，但不存在独立AI术语。,0.051631,0.72,0.08,0,报告期内，完美星空依托集团在AI、视频处理等领域的深厚技术储备，持续探索行业新兴AIGC 赛道，在剧本策划、美术风格、分镜生成等环节积极引入AI 技术，助力公司在影视内容领域实现创新突破。,300079.SZ,数码视讯,2025,业务概要,COMPANY,ATTENTION,0.98,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,5
CAND-00175,TECH_LLM,0.339975,PRO-036,公司基于金融语料微调大语言模型，用于研报摘要和问答。,0.313277,PRO-039,年报介绍了ChatGPT在全球市场的发展趋势。,0.026698,0.72,0.08,0,报告期内，完美星空依托集团在AI、视频处理等领域的深厚技术储备，持续探索行业新兴AIGC 赛道，在剧本策划、美术风格、分镜生成等环节积极引入AI 技术，助力公司在影视内容领域实现创新突破。,300079.SZ,数码视讯,2025,业务概要,COMPANY,ATTENTION,0.98,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,5
CAND-00176,AI_GENERAL,0.355507,PRO-200,公司正在推进人工智能技术在金融业务中的研发和应用。,0.289875,PRO-204,公司名称或英文单词内部包含字母AI，但不存在独立AI术语。,0.065633,0.72,0.08,0,公司积极响应国家“人工智能+”行动与超高清视频产业发展战略，持续强化科研投入与高端人才培养，深度参与HDR Vivid、Audio Vivid、AVS3、应急广播等关键领域的技术标准制定与生态建设。,300079.SZ,数码视讯,2025,核心竞争力,COMPANY,,0.6,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,9
CAND-00177,AI_GENERAL,0.402929,PRO-200,公司正在推进人工智能技术在金融业务中的研发和应用。,0.395944,PRO-203,人工智能正在推动金融行业数字化转型。,0.006985,0.72,0.08,0,国内市场，公司持续探索AI+领域，聚焦5G+超高清融合传播、智慧广电公共服务体系、视频安全、媒体深度融合及全IP 化转型等领域，从技术标准、产品方案到规模化应用，全面赋能行业数字化、智能化升级。,300079.SZ,数码视讯,2025,核心竞争力,COMPANY,APPLIED,0.65,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,9
CAND-00178,TECH_ML,0.390678,PRO-002,研发团队使用图神经网络识别账户之间的异常资金关联。,0.22843,PRO-005,公司持续优化业务流程和管理模型，但未披露机器学习技术。,0.162248,0.72,0.08,0,可针对有损的视频场景、低分辨率视频流或视频文件进行实时放大、修复、复原，输出高分辨率、高清晰度视频，并经过神经网络的处理，有效修复编解码引入的图像错误，尽量还原真实图像内容，实现画面效果的整体提升。,300079.SZ,数码视讯,2025,核心竞争力,UNKNOWN,,0.75,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,10
CAND-00179,AI_GENERAL,0.433435,PRO-200,公司正在推进人工智能技术在金融业务中的研发和应用。,0.428965,PRO-204,公司名称或英文单词内部包含字母AI，但不存在独立AI术语。,0.00447,0.72,0.08,0,在人工智能领域，公司多年来积极自主研发AI 技术，尤其是在视频内容生产领域，持续不断探索AIGC 生成式技术，并配合智能审核技术、多模态智能搜索等实现全媒体行业的媒资管理，构建全新视音频服务。,300079.SZ,数码视讯,2025,核心竞争力,COMPANY,R_AND_D,0.98,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,10
CAND-00179,TECH_LLM,0.388334,PRO-037,平台结合RAG与企业知识库构建金融智能助手。,0.340492,PRO-039,年报介绍了ChatGPT在全球市场的发展趋势。,0.047842,0.72,0.08,0,在人工智能领域，公司多年来积极自主研发AI 技术，尤其是在视频内容生产领域，持续不断探索AIGC 生成式技术，并配合智能审核技术、多模态智能搜索等实现全媒体行业的媒资管理，构建全新视音频服务。,300079.SZ,数码视讯,2025,核心竞争力,COMPANY,R_AND_D,0.98,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,10
CAND-00180,AI_GENERAL,0.353162,PRO-200,公司正在推进人工智能技术在金融业务中的研发和应用。,0.358837,PRO-204,公司名称或英文单词内部包含字母AI，但不存在独立AI术语。,-0.005675,0.72,0.08,0,在视频增强领域，公司的AI 视频增强基于深度学习技术，重新设计并提出自研的超分核心技术算法。,300079.SZ,数码视讯,2025,核心竞争力,COMPANY,R_AND_D,0.85,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,10
CAND-00180,TECH_ML,0.344407,PRO-002,研发团队使用图神经网络识别账户之间的异常资金关联。,0.232046,PRO-005,公司持续优化业务流程和管理模型，但未披露机器学习技术。,0.112361,0.72,0.08,0,在视频增强领域，公司的AI 视频增强基于深度学习技术，重新设计并提出自研的超分核心技术算法。,300079.SZ,数码视讯,2025,核心竞争力,COMPANY,R_AND_D,0.85,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,10
CAND-00181,AI_GENERAL,0.479993,PRO-201,本集团已将AI能力接入多个业务平台，但未披露具体模型架构。,0.388324,PRO-204,公司名称或英文单词内部包含字母AI，但不存在独立AI术语。,0.091669,0.72,0.08,0,报告期内，公司推出针对广电行业的AI Agent，该系统可以广泛应用于电视台、网络公司、台站等的机房运维中，以本地化部署的广电垂直大模型为核心，具有综合采集、智能研判、按需排障的运维能力。,300079.SZ,数码视讯,2025,核心竞争力,COMPANY,APPLIED,0.85,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,10
CAND-00181,TECH_LLM,0.437417,PRO-036,公司基于金融语料微调大语言模型，用于研报摘要和问答。,0.39018,PRO-039,年报介绍了ChatGPT在全球市场的发展趋势。,0.047237,0.72,0.08,0,报告期内，公司推出针对广电行业的AI Agent，该系统可以广泛应用于电视台、网络公司、台站等的机房运维中，以本地化部署的广电垂直大模型为核心，具有综合采集、智能研判、按需排障的运维能力。,300079.SZ,数码视讯,2025,核心竞争力,COMPANY,APPLIED,0.85,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,10
CAND-00182,AI_GENERAL,0.408988,PRO-201,本集团已将AI能力接入多个业务平台，但未披露具体模型架构。,0.380541,PRO-204,公司名称或英文单词内部包含字母AI，但不存在独立AI术语。,0.028447,0.72,0.08,0,此外，公司也推出了基于多模型协同的音视频AI 鉴伪标识系统，通过先进的图像、音频检测模型，结合国产大模型的逻辑研判能力，精准识别音视频内容是否被AI 生成或篡改，为通讯安全、内容审核、媒体发布提供高效技术保障。,300079.SZ,数码视讯,2025,核心竞争力,COMPANY,APPLIED,0.85,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,10
CAND-00182,TECH_LLM,0.424276,PRO-036,公司基于金融语料微调大语言模型，用于研报摘要和问答。,0.32643,PRO-040,公司列举了多个大模型品牌，但未披露任何接入或应用行为。,0.097846,0.72,0.08,0,此外，公司也推出了基于多模型协同的音视频AI 鉴伪标识系统，通过先进的图像、音频检测模型，结合国产大模型的逻辑研判能力，精准识别音视频内容是否被AI 生成或篡改，为通讯安全、内容审核、媒体发布提供高效技术保障。,300079.SZ,数码视讯,2025,核心竞争力,COMPANY,APPLIED,0.85,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,10
CAND-00183,AI_GENERAL,0.367418,PRO-200,公司正在推进人工智能技术在金融业务中的研发和应用。,0.386513,PRO-204,公司名称或英文单词内部包含字母AI，但不存在独立AI术语。,-0.019094,0.72,0.08,0,公司始终将自主创新作为发展的核心引擎，不断强化科研能力与市场影响力，致力于以领先的AI 视音频技术赋能千行百业，助力构建新发展格局。,300079.SZ,数码视讯,2025,核心竞争力,COMPANY,R_AND_D,0.65,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,11
CAND-00184,TECH_LLM,0.365607,PRO-037,平台结合RAG与企业知识库构建金融智能助手。,0.233553,PRO-039,年报介绍了ChatGPT在全球市场的发展趋势。,0.132054,0.72,0.08,0,在数据与内容安全领域，公司拥有完全自主知识产权的底层安全技术架构与综合处理平台。,300079.SZ,数码视讯,2025,核心竞争力,COMPANY,,0.6,300079.SZ_数码视讯_2025_管理层讨论与分析.pdf,11
CAND-00185,AI_GENERAL,0.520173,PRO-200,公司正在推进人工智能技术在金融业务中的研发和应用。,0.639479,PRO-203,人工智能正在推动金融行业数字化转型。,-0.119305,0.72,0.08,0,公司金融信息技术业务的业绩驱动因素，从行业趋势来看，伴随着人工智能、大数据、云计算等新技术的迅速发展，基于金融科技的智能风控、智能营销、智能运营正广泛应用于银行等金融机构，由此催生了更多核心系统的重构和升级需求，银行的数字化转型成为大势所趋。,300085.SZ,银之杰,2025,业务概要,COMPANY,APPLIED,0.98,300085.SZ_银之杰_2025_管理层讨论与分析.pdf,1
CAND-00185,PRODUCT_CREDIT,0.418386,PRO-051,公司推出智能授信产品，利用机器学习评估小微企业信用风险。,0.30756,PRO-054,公司按照内部制度开展常规信用风险评估。,0.110826,0.72,0.08,0,公司金融信息技术业务的业绩驱动因素，从行业趋势来看，伴随着人工智能、大数据、云计算等新技术的迅速发展，基于金融科技的智能风控、智能营销、智能运营正广泛应用于银行等金融机构，由此催生了更多核心系统的重构和升级需求，银行的数字化转型成为大势所趋。,300085.SZ,银之杰,2025,业务概要,COMPANY,APPLIED,0.98,300085.SZ_银之杰_2025_管理层讨论与分析.pdf,1
CAND-00185,PRODUCT_CUSTOMER,0.388722,PRO-063,推荐算法根据客户画像生成个性化金融产品建议。,0.303422,PRO-064,公司使用CRM系统记录客户基本信息。,0.085299,0.72,0.08,0,公司金融信息技术业务的业绩驱动因素，从行业趋势来看，伴随着人工智能、大数据、云计算等新技术的迅速发展，基于金融科技的智能风控、智能营销、智能运营正广泛应用于银行等金融机构，由此催生了更多核心系统的重构和升级需求，银行的数字化转型成为大势所趋。,300085.SZ,银之杰,2025,业务概要,COMPANY,APPLIED,0.98,300085.SZ_银之杰_2025_管理层讨论与分析.pdf,1
CAND-00186,AI_ENGINEERING,0.514204,PRO-048,AI中台向多个金融产品提供统一推理和特征服务。,0.386493,PRO-050,信息系统升级了服务器和网络设备。,0.127711,0.72,0.08,0,在金融信息技术业务领域，公司主要为银行等金融机构提供软件开发、数字金融解决方案、金融专用设备和技术服务；为银行等金融机构和大型企业提供数字化转型、大数据平台、分布式云计算架构等基础架构建设及治理服务，以及基于数字化架构的数据中台、智能中台、影像平台的解决方案和交付服务。,300085.SZ,银之杰,2025,业务概要,COMPANY,COMMERCIAL,0.8,300085.SZ_银之杰_2025_管理层讨论与分析.pdf,1
CAND-00187,TECH_NLP,0.323948,PRO-011,公司使用自然语言处理技术抽取公告中的重大事项和财务指标。,0.32726,PRO-014,公司安排人员人工阅读合同并形成摘要。,-0.003313,0.72,0.08,0,2022年，亿美软通作为5G 消息工作组成员单位参与《5G 消息业务显示规范》《Chatbot 名称规范》两项通信行业协会标准的编制工作。,300085.SZ,银之杰,2025,业务概要,UNKNOWN,,0.75,300085.SZ_银之杰_2025_管理层讨论与分析.pdf,2
CAND-00188,AI_GENERAL,0.389346,PRO-200,公司正在推进人工智能技术在金融业务中的研发和应用。,0.422455,PRO-203,人工智能正在推动金融行业数字化转型。,-0.033109,0.72,0.08,0,在5G 消息领域，亿美软通将AI 赋能市场及运营等环节，为金融、政务、餐饮、教育培训、电商物流等行业客户提供更加智能化、个性化的5G 消息场景应用。,300085.SZ,银之杰,2025,业务概要,UNKNOWN,APPLIED,0.6,300085.SZ_银之杰_2025_管理层讨论与分析.pdf,3
CAND-00189,AI_GENERAL,0.413289,PRO-200,公司正在推进人工智能技术在金融业务中的研发和应用。,0.38003,PRO-204,公司名称或英文单词内部包含字母AI，但不存在独立AI术语。,0.033259,0.72,0.08,0,报告期内，公司持续引进专业人才，自主开发股票行情分析软件，重点在于融合AI 技术，实现人工智能辅助的股票行情与投资决策分析功能。,300085.SZ,银之杰,2025,业务概要,COMPANY,R_AND_D,0.65,300085.SZ_银之杰_2025_管理层讨论与分析.pdf,4
CAND-00190,TECH_CV,0.55347,PRO-021,公司利用OCR识别发票、银行回单和保险理赔材料。,0.479611,PRO-024,公司在生产线使用机器视觉检测产品外观缺陷。,0.073859,0.72,0.08,0,为公司各软硬件产品提供基础图像识别能力。,300085.SZ,银之杰,2025,研发投入,COMPANY,,0.8,300085.SZ_银之杰_2025_管理层讨论与分析.pdf,15
CAND-00191,TECH_CV,0.634409,PRO-021,公司利用OCR识别发票、银行回单和保险理赔材料。,0.41517,PRO-024,公司在生产线使用机器视觉检测产品外观缺陷。,0.219239,0.72,0.08,0,基于机器学习技术建立公司级图像识别引擎，主要包括图像分类、图像全幅面 OCR、图像指定区域 OCR、图像特征点定位等通用功能，以及垂直领域的特定图像内容识别，如身份证、银行卡、营业执照、发票等。,300085.SZ,银之杰,2025,研发投入,COMPANY,,0.8,300085.SZ_银之杰_2025_管理层讨论与分析.pdf,15
CAND-00191,TECH_ML,0.450297,PRO-001,公司利用机器学习模型预测客户违约概率，并将结果用于授信审批。,0.322899,PRO-005,公司持续优化业务流程和管理模型，但未披露机器学习技术。,0.127398,0.72,0.08,0,基于机器学习技术建立公司级图像识别引擎，主要包括图像分类、图像全幅面 OCR、图像指定区域 OCR、图像特征点定位等通用功能，以及垂直领域的特定图像内容识别，如身份证、银行卡、营业执照、发票等。,300085.SZ,银之杰,2025,研发投入,COMPANY,,0.8,300085.SZ_银之杰_2025_管理层讨论与分析.pdf,15
CAND-00192,TECH_CV,0.450887,PRO-023,保险定损系统通过图像识别判断车辆受损部位。,0.335761,PRO-024,公司在生产线使用机器视觉检测产品外观缺陷。,0.115126,0.72,0.08,0,基于机器学习的新一代图像识别引擎。,300085.SZ,银之杰,2025,研发投入,UNKNOWN,,0.75,300085.SZ_银之杰_2025_管理层讨论与分析.pdf,15
CAND-00192,TECH_ML,0.445606,PRO-002,研发团队使用图神经网络识别账户之间的异常资金关联。,0.270419,PRO-005,公司持续优化业务流程和管理模型，但未披露机器学习技术。,0.175186,0.72,0.08,0,基于机器学习的新一代图像识别引擎。,300085.SZ,银之杰,2025,研发投入,UNKNOWN,,0.75,300085.SZ_银之杰_2025_管理层讨论与分析.pdf,15
CAND-00193,AI_GENERAL,0.401873,PRO-202,公司部署智能体执行多步骤业务任务，但未披露大模型或强化学习技术。,0.270759,PRO-203,人工智能正在推动金融行业数字化转型。,0.131114,0.72,0.08,0,完成基于通道质量的智能路由能力、富媒体短信的性能提升和功能完善、5G 消息的多样性模版、智能语音识别、AI 驱动能力。,300085.SZ,银之杰,2025,研发投入,UNKNOWN,,0.75,300085.SZ_银之杰_2025_管理层讨论与分析.pdf,15
CAND-00193,PRODUCT_PAYMENT,0.488082,PRO-077,智能路由系统根据成功率、成本和风险选择支付通道。,0.334513,PRO-080,支付系统按照固定优先级选择通道。,0.153569,0.72,0.08,0,完成基于通道质量的智能路由能力、富媒体短信的性能提升和功能完善、5G 消息的多样性模版、智能语音识别、AI 驱动能力。,300085.SZ,银之杰,2025,研发投入,UNKNOWN,,0.75,300085.SZ_银之杰_2025_管理层讨论与分析.pdf,15
CAND-00193,TECH_SPEECH,0.409528,PRO-016,客服平台通过语音识别将通话实时转写并进行合规质检。,0.297162,PRO-020,客服人员通过人工抽听方式开展录音质检。,0.112366,0.72,0.08,0,完成基于通道质量的智能路由能力、富媒体短信的性能提升和功能完善、5G 消息的多样性模版、智能语音识别、AI 驱动能力。,300085.SZ,银之杰,2025,研发投入,UNKNOWN,,0.75,300085.SZ_银之杰_2025_管理层讨论与分析.pdf,15
CAND-00194,AI_ENGINEERING,0.53486,PRO-048,AI中台向多个金融产品提供统一推理和特征服务。,0.392884,PRO-049,公司建设普通数据仓库用于报表查询。,0.141976,0.72,0.08,0,已完成核心引擎的搭建，具备了通用的图像分类和文字识别能力；完成了印章专用领域的模型训练和调优工作；针对表格类数据进行了专项加强。,300085.SZ,银之杰,2025,研发投入,UNKNOWN,R_AND_D,0.8,300085.SZ_银之杰_2025_管理层讨论与分析.pdf,15
CAND-00194,TECH_CV,0.442939,PRO-021,公司利用OCR识别发票、银行回单和保险理赔材料。,0.324273,PRO-025,员工将扫描件人工录入财务系统。,0.118665,0.72,0.08,0,已完成核心引擎的搭建，具备了通用的图像分类和文字识别能力；完成了印章专用领域的模型训练和调优工作；针对表格类数据进行了专项加强。,300085.SZ,银之杰,2025,研发投入,UNKNOWN,R_AND_D,0.8,300085.SZ_银之杰_2025_管理层讨论与分析.pdf,15
CAND-00195,TECH_CV,0.520771,PRO-022,活体检测和人脸识别技术用于线上开户身份核验。,0.363199,PRO-025,员工将扫描件人工录入财务系统。,0.157572,0.72,0.08,0,通过引入深度学习、 图像识别等先进技术，在信创环境下实现对印鉴真伪的高效、准确辨识；系统采用高精度图像采集设备，结合复杂的算法模型，能够迅速捕捉印鉴的细微特征， 并进行深度比对分析。,300085.SZ,银之杰,2025,研发投入,UNKNOWN,,0.75,300085.SZ_银之杰_2025_管理层讨论与分析.pdf,15
CAND-00195,TECH_ML,0.470509,PRO-002,研发团队使用图神经网络识别账户之间的异常资金关联。,0.225548,PRO-005,公司持续优化业务流程和管理模型，但未披露机器学习技术。,0.244961,0.72,0.08,0,通过引入深度学习、 图像识别等先进技术，在信创环境下实现对印鉴真伪的高效、准确辨识；系统采用高精度图像采集设备，结合复杂的算法模型，能够迅速捕捉印鉴的细微特征， 并进行深度比对分析。,300085.SZ,银之杰,2025,研发投入,UNKNOWN,,0.75,300085.SZ_银之杰_2025_管理层讨论与分析.pdf,15
CAND-00196,AI_GENERAL,0.380463,PRO-200,公司正在推进人工智能技术在金融业务中的研发和应用。,0.3609,PRO-204,公司名称或英文单词内部包含字母AI，但不存在独立AI术语。,0.019563,0.72,0.08,0,1、通过融合AI 技术，打造一款集合股票行情、自选股、金融资讯、题材概念、 股市热点、资金分析、龙虎榜数据等功能的智能化的综合股票行情软件；2、产品以市场资金分析为切入点，以独有的资金算法、分析，为用户提供简单、有效的数据工具。,300085.SZ,银之杰,2025,研发投入,UNKNOWN,WEAK_GENERIC,0.55,300085.SZ_银之杰_2025_管理层讨论与分析.pdf,16
CAND-00197,TECH_LLM,0.558169,PRO-036,公司基于金融语料微调大语言模型，用于研报摘要和问答。,0.411002,PRO-040,公司列举了多个大模型品牌，但未披露任何接入或应用行为。,0.147168,0.72,0.08,0,大模型在金融领域的应用项目：股票行情分析软件。,300085.SZ,银之杰,2025,研发投入,UNKNOWN,APPLIED,0.8,300085.SZ_银之杰_2025_管理层讨论与分析.pdf,16
CAND-00198,AI_GENERAL,0.352045,PRO-200,公司正在推进人工智能技术在金融业务中的研发和应用。,0.32376,PRO-204,公司名称或英文单词内部包含字母AI，但不存在独立AI术语。,0.028285,0.72,0.08,0,打造一款人工智能辅助的综合股票行情软件，旨在减少用户对股市有效数据、信息筛选时间，提升决策效率。,300085.SZ,银之杰,2025,研发投入,UNKNOWN,,0.55,300085.SZ_银之杰_2025_管理层讨论与分析.pdf,16
CAND-00199,AI_GENERAL,0.497657,PRO-200,公司正在推进人工智能技术在金融业务中的研发和应用。,0.383385,PRO-203,人工智能正在推动金融行业数字化转型。,0.114272,0.72,0.08,0,同时，公司积极探索人工智能技术赋能企业及商户高效运营的各类解决方案，从而提升业务运营效率，改善用户体验。,300130.SZ,新国都,2025,核心竞争力,COMPANY,,0.6,300130.SZ_新国都_2025_管理层讨论与分析.pdf,4
CAND-00200,PRODUCT_FRAUD,0.395865,PRO-056,智能反洗钱平台通过知识图谱发现可疑交易网络。,0.289376,PRO-059,公司依据监管要求建立反洗钱管理制度。,0.106489,0.72,0.08,0,智能反欺诈、数字人民币、个人消费者权益保护、个人金融信息保护、商用密码应用等项目应用与落地，推进了系统持续迭代升级，不仅体现公司强大的产研融合能力，也彰显了企业勇于担当社会责任的形象。,300130.SZ,新国都,2025,核心竞争力,COMPANY,APPLIED,0.98,300130.SZ_新国都_2025_管理层讨论与分析.pdf,4
CAND-00201,AI_GENERAL,0.420738,PRO-200,公司正在推进人工智能技术在金融业务中的研发和应用。,0.400455,PRO-203,人工智能正在推动金融行业数字化转型。,0.020283,0.72,0.08,0,随着云计算、物联网、人工智能等新一代信息技术的新应用，公司借助自身积累的多年经验，整合旗下各子公司的软硬件实力，基于各类电子支付终端的线上线下支付入口优势和完善的增值应用服务能力，加大各业务板块之间的协同合作，突出产业链上下游的协同优势，通过创新的产品和服务以及不断探索和吸收新的商业模式来提升公司整体盈利能力和抗风险能力。,300130.SZ,新国都,2025,核心竞争力,COMPANY,APPLIED,0.65,300130.SZ_新国都_2025_管理层讨论与分析.pdf,4
CAND-00202,AI_GENERAL,0.375095,PRO-200,公司正在推进人工智能技术在金融业务中的研发和应用。,0.386131,PRO-203,人工智能正在推动金融行业数字化转型。,-0.011036,0.72,0.08,0,面对支付领域不断变化的欺诈手段，公司秉持科技赋能业务理念，基于大数据与人工智能技术，打造具备自主知识产权的支付风险防控系统，通过海量数据跨行业、跨领域自动深度挖掘、开展关联分析、溯源风险交易，构建全方位、多层级的“事前、事中、事后”全流程反欺诈风险管理体系，风险防控与决策等系统智能化服务已覆盖广大商户，系统风险防控和决策数据可靠性处于行业领先水平。,300130.SZ,新国都,2025,核心竞争力,COMPANY,R_AND_D,0.65,300130.SZ_新国都_2025_管理层讨论与分析.pdf,4
CAND-00203,AI_GENERAL,0.428532,PRO-200,公司正在推进人工智能技术在金融业务中的研发和应用。,0.396267,PRO-204,公司名称或英文单词内部包含字母AI，但不存在独立AI术语。,0.032265,0.72,0.08,0,主要研发项目名称：嘉联AI+项目。,300130.SZ,新国都,2025,研发投入,UNKNOWN,R_AND_D,0.6,300130.SZ_新国都_2025_管理层讨论与分析.pdf,11
CAND-00204,AI_GENERAL,0.473182,PRO-202,公司部署智能体执行多步骤业务任务，但未披露大模型或强化学习技术。,0.399441,PRO-204,公司名称或英文单词内部包含字母AI，但不存在独立AI术语。,0.073742,0.72,0.08,0,项目目的：打造嘉联内部智能运营模块，包括 AI 客服、技术运营、经营。,300130.SZ,新国都,2025,研发投入,UNKNOWN,,0.55,300130.SZ_新国都_2025_管理层讨论与分析.pdf,11
CAND-00205,PRODUCT_CREDIT,0.442971,PRO-051,公司推出智能授信产品，利用机器学习评估小微企业信用风险。,0.390176,PRO-054,公司按照内部制度开展常规信用风险评估。,0.052794,0.72,0.08,0,数据罗盘，赋能内部运营效率提升：PayKKa 智能风控系统。,300130.SZ,新国都,2025,研发投入,UNKNOWN,,0.9,300130.SZ_新国都_2025_管理层讨论与分析.pdf,12
CAND-00206,PRODUCT_PAYMENT,0.47756,PRO-077,智能路由系统根据成功率、成本和风险选择支付通道。,0.464718,PRO-080,支付系统按照固定优先级选择通道。,0.012842,0.72,0.08,0,拟达到的目标：本项目的核心目标是实现收银系统从“系统迭代运维”向 “实质性技术改造”的代际跨越，构建一个智能原生、全栈自主可控的智能支付基础设施，以支撑新质生产力与先进制造场景下的极速清算需求。,300180.SZ,华峰超纤,2025,研发投入,UNKNOWN,R_AND_D,0.25,300180.SZ_华峰超纤_2025_管理层讨论与分析.pdf,12
CAND-00207,AI_GENERAL,0.485843,PRO-202,公司部署智能体执行多步骤业务任务，但未披露大模型或强化学习技术。,0.32069,PRO-203,人工智能正在推动金融行业数字化转型。,0.165153,0.72,0.08,0,拟达到的目标：项目目标是把传统POS 系统升级为“可自治、可进化、可信任”的端云共生智能体。,300180.SZ,华峰超纤,2025,研发投入,UNKNOWN,R_AND_D,0.55,300180.SZ_华峰超纤_2025_管理层讨论与分析.pdf,12
CAND-00208,TECH_LLM,0.482729,PRO-037,平台结合RAG与企业知识库构建金融智能助手。,0.352626,PRO-040,公司列举了多个大模型品牌，但未披露任何接入或应用行为。,0.130103,0.72,0.08,0,项目目的：本项目为构建“统一收单 POS App+底层AIDL SDK+ 区块链可信+大模型智能” 的全栈底座，实现“开发一。,300180.SZ,华峰超纤,2025,研发投入,UNKNOWN,R_AND_D,0.8,300180.SZ_华峰超纤_2025_管理层讨论与分析.pdf,12
