revised_fintech_related,revised_ai_evidence_level,revised_tracks,revised_business_materiality,revised_confidence,genuine_finance_evidence,excluded_generic_smart_business_terms,is_pseudo_fintech_false_positive,entity_type_seems_misclassified,entity_type_reason,reason,recommend_manual_review,recheck_key,ts_code,name,industry,round1_financial_entity_type,round1_financial_entity_categories,round1_fintech_related,round1_confidence,round1_tracks,round1_reason,recheck_trigger,recheck_model,recheck_prompt_tokens,recheck_completion_tokens,recheck_total_tokens,recheck_status
False,none,,none,20,金融科技行业、金融行业相关产品,,True,False,金融主体规则未命中任何关键词，判定为非金融主体合理,主营业务构成中虽有“金融科技行业”和“金融行业相关产品”类别，但收入占比极低（约3%），且描述过于宽泛，未体现具体面向金融机构的技术产品或解决方案，无AI相关证据，不能认定为核心金融科技业务。第一轮误判为金融科技相关，实为泛化表述导致的伪阳性。,True,300079.SZ,300079.SZ,数码视讯,IT设备,非金融主体,,True,65,其他金融科技,主营业务包含“金融科技行业”和“金融行业相关产品”，但描述过于宽泛，未明确具体金融科技产品形态，且收入规模较小。无AI相关证据。,低置信度,deepseek-v4-pro,2743,239,2982,completed
False,none,,none,15,,,True,True,金融主体规则未命中，公司被归类为非金融主体，但第一轮仅凭'金融行业'收入存在即判定为金融科技，忽略了业务实质描述缺失。,主营业务仅披露行业维度的'金融行业'收入，但未提供任何具体的金融科技产品或解决方案描述，无法证实其面向金融场景提供技术系统或平台。'软件定制开发及技术服务''系统集成业务'等均为泛化IT服务，无AI/大数据等明确技术手段。第一轮误将行业收入存在等同于金融科技业务，且置信度偏高。,False,300166.SZ,300166.SZ,东方国信,软件服务,非金融主体,,True,65,其他金融科技,主营业务包括金融行业收入，但产品描述过于泛化，未明确金融专用软件或技术解决方案，系统集成和通用软件开发不足以认定为银行IT等具体赛道。未见AI技术证据。,低置信度,deepseek-v4-pro,2606,253,2859,completed
False,none,,none,20,银行,,True,False,金融主体类型判定为非金融主体，未误判。,主营业务中虽有‘银行’一词，但仅作为客户或行业分类出现，占比13.8%，无任何面向金融场景的技术解决方案描述，且公司主要为法院提供软件服务，不属于金融科技。第一轮误将‘银行’出现等同于金融科技，并给以银行IT赛道及65置信度，明显过度推断。,False,301378.SZ,301378.SZ,通达海,软件服务,非金融主体,,True,65,银行IT,主营业务包括'银行'项目，但未明确说明是银行专用软件或解决方案，且无AI证据。,低置信度,deepseek-v4-pro,2575,226,2801,completed
False,none,,none,20,,,True,False,金融主体类型规则未命中，判定为非金融主体合理，不存在误分类。,主营业务为酒店、零售、餐饮等信息系统及智能设备，属于非金融行业数字化服务；其中'支付业务'仅为酒店/零售场景下的聚合支付功能，是管理系统的附属模块，并非面向金融机构的支付科技解决方案。第一轮将'支付业务'直接认定为支付科技赛道，未考虑其非金融属性，属于误判。,False,002153.SZ,002153.SZ,石基信息,软件服务,非金融主体,,True,60,支付科技,主营业务中包含'支付业务'，属于支付科技赛道；但收入占比较低，且无其他金融科技产品证据，也无AI相关证据。,低置信度,deepseek-v4-pro,2344,228,2572,completed
False,none,,none,15,,数字生活营销、数据服务、软件即服务Saas业务,True,False,金融主体类型判定为非金融主体，与实际业务描述一致，未出现误判。,主营业务为数字生活营销、电话销售、商品邮购分期、信用卡账单分期、数据服务、SaaS等，均非面向金融机构的技术解决方案；信用卡账单分期和商品邮购分期属于助贷性质的业务运营，并非输出金融科技产品或系统；保险中介服务收入极小且亏损，无技术输出证据；数据服务和SaaS未明确为金融场景专用，更可能为通用营销或电商支持。第一轮误将业务运营中的金融字样（信用卡、保险）视作金融科技，实际业务缺乏技术赋能金融的明确证据，属于伪金融科技误报。,False,300061.SZ,300061.SZ,旗天科技,互联网,非金融主体,,True,60,其他金融科技,主营业务涉及信用卡账单分期、商品邮购分期、保险中介服务等，可能为金融机构提供助贷或保险科技服务，但描述宽泛无专用金融科技产品证据，数据服务未明确为金融数据。,低置信度,deepseek-v4-pro,2417,295,2712,completed
False,none,,none,95,,,True,True,金融主体类型规则命中“资产管理”仅因业务描述中出现“资产管理(行业)”，但该公司实为物业管理及商业运营服务商，与金融资产管理、金融科技无关，属于误判。,公司主营业务为物业管理、专业服务、平台增值服务等，无任何面向金融机构或金融业务环节的技术产品、系统或解决方案，也非持牌金融机构，即使存在“资产管理”字样也仅指商业资产管理而非金融资产管理。,False,001914.SZ,001914.SZ,招商积余,房产服务,金融相关主体,资产管理,False,95,,主营业务完全为物业管理和资产管理服务，无任何金融科技或AI相关产品、技术或服务。,非持牌金融相关主体,deepseek-v4-pro,2727,229,2956,completed
False,none,,none,95,,,False,True,规则命中关键词“资产管理”，但主营业务中的“资产管理信息智能终端”是物联网硬件，用于设备/车辆等实物资产定位监控，非金融资产管理。公司不持有资管牌照，无金融业务描述，属于字面匹配误判。,公司主营业务为物联网终端设备（车载终端、资产管理终端、动物追踪等），硬件产品应用于物流、车队管理等场景，不涉及金融机构或金融业务环节，亦无金融科技产品/解决方案。第一轮结论正确，此处维持不相关判定。但金融主体类型被规则误标为资产管理，已修正。,False,300590.SZ,300590.SZ,移为通信,通信设备,金融相关主体,资产管理,False,95,,主营业务为物联网终端产品，如车载信息终端、资产管理终端、视频车联网等，不涉及金融科技场景或专用金融软件。,非持牌金融相关主体,deepseek-v4-pro,2133,257,2390,completed
False,none,,none,95,,,False,True,规则命中'资产管理'、'资产管理系统'关键词，但实际业务为公路养护和公路资产管理，非金融领域资产管理，属于偶然匹配。金融主体类别判定有误。,主营业务为公路养护、路况检测、公路资产管理系统及路面工程，未涉及金融业务或金融科技，无AI/大数据等技术应用于金融场景的证据。与第一轮一致，判定为非金融科技。,False,603860.SH,603860.SH,中公高科,建筑工程,金融相关主体,资产管理、金融科技服务商,False,90,,主营业务为公路养护、检测系统及资产管理，与金融科技无关，输入中无任何金融或AI相关证据。,非持牌金融相关主体,deepseek-v4-pro,1781,220,2001,completed
False,none,,none,95,,,False,False,金融主体规则未命中，判定为非金融主体合理，公司实际为物流与化学企业，无金融科技特征。,主营业务为物流、化学、公路港等，虽有'支付、保险及其他业务'但收入极小(0.57亿，占比<0.2%)，且未描述任何金融科技产品、系统或解决方案，仅泛泛提及支付保险字眼，不符合金融科技定义。第一轮结论正确。,False,002010.SZ,002010.SZ,传化智联,仓储物流,非金融主体,,False,75,,主营业务为物流、化学、公路港、支付保险等，无金融科技专用产品或解决方案。,低置信度,deepseek-v4-pro,2555,228,2783,completed
False,none,,none,90,,数字政府、数字企业、数据智能、智慧资产、智慧法院,False,False,金融主体类型判定为非金融主体，与主营业务一致，未发现误判,主营业务为媒体端智能营销平台、数字政府、数字企业等，均为泛行业数字化解决方案，未出现面向金融场景的具体产品或服务，无金融科技证据。与第一轮结论一致，无金融科技相关性。,False,002279.SZ,002279.SZ,久其软件,软件服务,非金融主体,,False,75,,主营业务为数字政府、数字企业、智慧法院等，未明确提及金融科技专用产品或金融客户，无法判断属于金融科技赛道。,低置信度,deepseek-v4-pro,2063,227,2290,completed
False,none,,none,95,,,False,True,"金融主体类型规则命中'商业保理'关键词，但主营业务构成中商业保理收入仅619,808元且亏损，占比极小，非公司核心业务，公司实际为软件服务企业，未持牌开展金融业务，属于偶然用词导致的误判。",主营业务为产业数字化、泛ERP、财务数字化、IT外包等软件服务，无面向金融行业的专用产品；商业保理收入极低且亏损，无实质金融业务；无AI应用于金融场景的证据，故判定非金融科技。第一轮结论正确，本轮维持。,False,300170.SZ,300170.SZ,汉得信息,软件服务,金融相关主体,担保保理小贷,False,75,,主营业务包括产业数字化、ERP、财务数字化、IT外包等，缺乏明确面向金融行业的专用产品或解决方案，虽有商业保理但收入极小且亏损，非核心业务。未发现AI证据。,非持牌金融相关主体,deepseek-v4-pro,2162,255,2417,completed
False,none,,none,85,,,False,False,金融主体规则未命中，公司未被归类为金融主体，不存在误判。,主营业务为IT基础设施服务、系统集成设备、算力服务及软件开发与销售，虽有银行、保险、证券等金融行业客户，但产品本身为通用信息技术服务，并非面向金融场景的专用技术解决方案，也未应用人工智能、大数据等金融科技核心技术，不满足金融科技定义。第一轮结论正确。,False,300231.SZ,300231.SZ,银信科技,软件服务,非金融主体,,False,75,,主营业务主要为IT基础设施服务、系统集成设备等通用信息技术服务，虽有银行业客户，但无明确金融科技专用产品证据，不满足金融科技定义。,低置信度,deepseek-v4-pro,2421,222,2643,completed
False,none,,none,95,,,False,False,,公司主营业务为网资管理和网安，属于网络安全领域，未涉及金融科技产品或服务，未出现人工智能、大数据等金融科技技术要素，纯属网络安全业务。,False,300311.SZ,300311.SZ,ST任子行,软件服务,非金融主体,,False,75,,主营业务为网资管理和网安，属于网络安全领域，没有金融科技相关产品或服务，也没有AI证据。,低置信度,deepseek-v4-pro,2039,173,2212,completed
False,none,,none,85,,,False,False,金融主体类型已判定为非金融主体，未命中任何金融关键词或模式，无证据表明错分。,主营业务构成中虽有‘金融行业’作为行业分类，但仅有行业名称，无任何面向金融场景的具体产品、系统或技术解决方案描述，不满足金融科技定义；其他业务均为通用软件、集成、技术服务或按区域划分，不构成金融科技。第一轮AI结论正确，无差异。,False,300352.SZ,300352.SZ,ST信源,软件服务,非金融主体,,False,75,,主营业务包括软件产品、系统集成设备和金融行业，但金融行业收入仅1700多万，且没有具体金融科技产品或解决方案描述，无法认定为金融科技。,低置信度,deepseek-v4-pro,2638,226,2864,completed
False,none,,none,85,,,False,False,规则判定为“非金融主体”，与实际业务一致，无金融主体误判。,主营为IDC、互联网综合服务、系统集成等通用IT基础设施，虽有金融行业客户收入但公司本身不提供金融科技产品、系统或解决方案，不符合金融科技定义。第一轮结论正确。,False,300895.SZ,300895.SZ,铜牛信息,软件服务,非金融主体,,False,75,,主营为IDC、互联网综合服务、系统集成等，非金融科技专用软件或解决方案；虽有金融行业客户但无专门金融科技产品。,低置信度,deepseek-v4-pro,2152,200,2352,completed
False,none,,none,95,,智能穿戴、智能头显、智能座舱、智能终端、智能手机与电脑类,False,False,金融主体规则未命中，判定为非金融主体，与业务描述一致，无金融主体误分类迹象。,主营业务为电子元器件、智能手机、光伏设备等制造，唯一可能引起误判的'用户保险系统'仅占收入0.11%，且名称含'保险'但上下文无金融产品或技术解决方案，不构成金融科技业务。无任何面向金融机构或金融场景的技术服务证据。,False,301051.SZ,301051.SZ,信濠光电,元器件,非金融主体,,False,75,,主营业务为电子元器件制造、智能手机与电脑类、智能头显、光伏设备等，未涉及任何金融科技相关业务。,低置信度,deepseek-v4-pro,2442,253,2695,completed
False,none,,none,85,,软件和信息技术服务业、网络银行云服务、软件开发及维护,False,False,公司主营业务明确包含小额贷款、融资担保、典当等类金融业务，金融主体类型判定合理,公司主营业务为融资租赁、小额贷款、担保、典当等传统金融业务，收入占比高。虽存在“软件和信息技术服务业”“网络银行云服务”等业务，但原文未具体描述为面向金融机构的金融科技产品或解决方案，可能是内部信息化或非金融客户服务，不足以认定为金融科技。第一轮已正确判断为不相关，本轮复核维持相同结论。,False,600318.SH,600318.SH,新力金融,多元金融,金融相关主体,担保保理小贷,False,75,,主营业务以融资租赁、小额贷款、典当、担保等传统金融业务为主，虽有软件和信息技术服务业收入及网络银行云服务，但无具体金融科技产品或解决方案描述，且公司属于多元金融行业，其自身金融业务不属于金融科技供应商。,非持牌金融相关主体,deepseek-v4-pro,2520,257,2777,completed
False,none,,none,95,,,False,False,金融主体类型判定为'非金融主体'，与主营业务构成披露一致，未发现误判。,公司主营业务为多媒体信息系统、生产监控与应急指挥系统、数据中心系统建设等IT解决方案，主要服务能源、政府、交通等行业，金融行业收入极低且未披露具体金融科技产品或技术。业务描述中无面向金融场景的AI、大数据等金融科技解决方案，不属于金融科技。第一轮结论正确，无需调整。,False,002771.SZ,002771.SZ,真视通,软件服务,非金融主体,,False,70,,主营产品为多媒体信息系统、生产监控与应急指挥系统等，金融行业收入仅5%左右且无专用金融科技产品描述；无AI相关证据。,低置信度,deepseek-v4-pro,2462,231,2693,completed
False,none,,none,95,,智能运维产品与服务,False,False,金融主体规则未命中，公司未被误分类为金融主体，不存在规则误判。,主营业务为IT基础设施运维和软硬件产品销售，虽有银行客户但无面向金融场景的专用产品或技术解决方案；'智能运维产品与服务'属于通用IT运维智能化，非金融科技特征。与第一轮结论一致。,False,301208.SZ,301208.SZ,中亦科技,软件服务,非金融主体,,False,70,,主营业务为IT基础设施运维和软硬件产品销售，虽有银行客户但无金融科技专用产品或解决方案；'智能运维'未明确涉及AI技术证据。,低置信度,deepseek-v4-pro,2516,209,2725,completed
False,none,,none,85,,教育&金融行业,False,True,金融主体类型判定为“非金融主体”，此判断合理；行业分类仅为“教育&金融行业”这一模糊组合标签，未涉及任何具体金融科技产品、方案或持牌业务。,主营业务为云计算和行业信息化，虽有极少量收入源自“教育&金融行业”，但未描述任何面向金融场景的具体产品、系统或技术解决方案，亦未出现人工智能、大数据等金融科技技术手段服务于金融机构的证据。泛化智能化词语缺失，无金融科技实质。第一轮结论正确，维持原判。,False,688227.SH,688227.SH,品高股份,软件服务,非金融主体,,False,70,,主营业务主要为云计算和行业信息化，仅涉及教育&金融行业，但未描述具体金融科技产品或解决方案，不足以认定为实质从事金融科技业务。,低置信度,deepseek-v4-pro,2731,253,2984,completed
True,indirect,财务SaaS,core,75,集团财务、集团司库、XBRL应用、金融行业、业财融合,,False,False,规则判定为'非金融主体'合理，主营业务构成中出现的'金融行业'仅表示服务行业流向，并未暗示公司自身为持牌金融机构。,第一轮结论误判为False。原因为忽视了'集团财务''集团司库''业财融合''XBRL应用'等直接面向大型集团企业财务与资金管理的软件服务，这些属于典型的财务SaaS/金融科技范畴，且有'金融行业'收入印证。符合金融科技定义：为金融场景提供技术解决方案。,False,300996.SZ,300996.SZ,普联软件,软件服务,非金融主体,,False,65,,仅有'金融行业'作为一项业务，但未提供具体的金融科技产品、解决方案或技术细节，不足以认定其为金融科技供应商。,低置信度,deepseek-v4-pro,2708,269,2977,completed
False,none,,none,74,,,False,False,规则未命中金融主体关键字，判定为非金融主体合理，无错误分类迹象。,按产品口径中虽有‘支付电子化解决方案’和‘银行’等业务项目，但描述过于笼统，且‘银行’作为业务项目可能指为银行提供的IT服务，但未明确具体金融场景，更可能属于一般性软件服务而非金融科技。其他项目如‘财政管护’‘智慧财政’偏向政务数字化，‘政企数智化’等亦无金融特征。整体缺乏明确服务金融业务环节或持牌金融机构的证据，故维持非金融科技判断。,True,301153.SZ,301153.SZ,中科江南,软件服务,非金融主体,,False,65,,主营业务包含支付电子化解决方案、银行相关业务、财政管理及政企数智化，但这些业务项目描述不够具体，无法确定是否为金融科技专用软件或解决方案。按地区和行业的口径混杂，缺乏明确的金融科技产品证据。,低置信度,deepseek-v4-pro,2263,262,2525,completed
False,none,,none,85,,智慧水务,False,False,金融主体类型为“非金融主体”，规则未命中任何金融相关关键词或模式，与公司实际主营为装饰材料、水务设备等非金融业务一致，无分类错误,公司主营为装饰复合材料、智慧水务及水处理设备，软件及技术服务、基金管理收入占比微小且无面向金融场景的具体证据。扫描命中的“基金”仅对应微小的基金管理收入，与金融科技无关，第一轮结论正确。,False,603038.SH,603038.SH,华立股份,家居用品,非金融主体,,False,65,,主营业务主要是装饰材料和智慧水务/水处理设备，软件及技术服务收入很小且无具体金融科技描述，基金管理收入极小，缺乏金融科技所需专用产品证据。,低置信度,deepseek-v4-pro,2461,231,2692,completed
False,none,,none,95,,,False,False,金融主体规则判定为“非金融主体”，与公司实际业务相符，未出现误判。,主营业务中虽有“保险经纪”一词，但收入仅63.7万元，占比不足0.1%，且无任何金融科技产品、系统或解决方案的描述，无AI等技术应用于金融场景的证据。第一轮结论正确，维持false。,False,300096.SZ,300096.SZ,ST易联众,软件服务,非金融主体,,False,30,,主营业务主要为民生服务、定制软件、系统集成及硬件，保险经纪收入极低，无明确金融科技产品证据。,低置信度,deepseek-v4-pro,2619,210,2829,completed
